JJ PPM DIFF DIDD
2011.6370 389.39 1.71999999999997 19.99
2011.6562 389.52 1.96999999999997 20.31
2011.6753 389.04 2.81 20.85
2011.6945 389.14 2.06 20.54
2011.7137 389.08 2.25999999999999 21.08
2011.7329 388.67 1.86000000000001 21.01
2011.7521 388.77 1.87 20.61
2011.7712 388.80 1.94 20.55
2011.7904 389.03 1.77999999999997 20.75
2011.8096 389.24 1.38 20.43
2011.8288 389.61 1.77000000000004 20.54
2011.8479 389.76 1.58999999999997 20.63
2011.8671 390.44 2 20.58
2011.8863 390.51 1.02999999999997 20.18
2011.9055 391.15 1.63 20.69
2011.9247 391.36 1.49000000000001 20.58
2011.9438 392.01 2.48000000000002 20.67
2011.9630 392.35 2.33000000000004 21.0700000000001
2011.9822 392.20 2.31999999999999 20.48
2012.0014 392.96 1.54999999999995 20.66
2012.0205 393.37 2.25 21.11
2012.0396 392.97 1.56 20.17
2012.0587 393.34 2.16999999999996 20.84
2012.0779 393.24 1.11000000000001 20.49
2012.0970 393.71 2.20999999999998 20.53
2012.1161 393.49 1.90000000000003 20.66
2012.1352 394.44 2.54000000000002 21.36
2012.1544 394.26 2.05000000000001 20.19
2012.1735 393.55 2.07999999999998 19.77
2012.1926 394.27 1.54999999999995 20.22
2012.2117 394.79 1.89000000000004 20
2012.2309 395.12 0.970000000000027 21.02
2012.2500 395.32 2.20999999999998 20.8
2012.2691 396.62 3.78000000000003 22.08
2012.2883 396.16 2.35000000000002 20.92
2012.3074 396.61 3.40000000000003 21.12
2012.3265 396.92 2.90000000000003 20.94
2012.3456 397.12 4.38999999999999 21.66
2012.3648 396.99 2.31999999999999 21.69
2012.3839 396.12 0.970000000000027 20.21
2012.4030 396.30 2.25999999999999 20.06
2012.4221 395.73 2.00999999999999 19.87
2012.4413 396.24 2.60000000000002 20.83
2012.4604 395.57 1.96999999999997 20.16
2012.4795 395.25 1.69 19.96
2012.4986 394.96 1.48999999999995 20.15
2012.5178 394.36 1.08000000000004 19.94
2012.5369 394.47 2.76000000000005 20.48
2012.5560 394.08 2.25999999999999 20.89
2012.5751 393.43 2.12 20.11
2012.5943 393.24 2.54000000000002 20.78
2012.6134 392.49 2.36000000000001 21.03
2012.6325 391.36 1.71000000000004 19.92
2012.6516 391.79 2.51000000000005 21.02
2012.6708 391.86 2.77000000000004 21.64
2012.6899 390.91 1.78000000000003 19.28
2012.7090 390.79 1.63 20.04
2012.7281 390.89 2.22999999999996 20.37
2012.7473 390.81 2 20.98
2012.7664 390.96 2.25 20.83
2012.7855 390.89 1.84999999999997 19.66
2012.8046 391.33 2.09999999999997 20.84
2012.8238 391.56 1.98000000000002 20.26
2012.8429 392.29 2.67000000000002 20.31
2012.8620 393.26 2.81999999999999 21.38
2012.8811 393.16 2.65000000000003 20.31
2012.9003 393.71 2.63 21.01
2012.9194 393.64 2.39999999999998 20.37
2012.9385 394.40 2.51999999999998 20.9
2012.9577 394.53 2.05999999999995 20.8099999999999
2012.9768 394.84 2.66999999999996 20.36
2012.9959 394.50 1.63999999999999 19.85
2013.0151 395.34 2.44 20.71
2013.0342 395.98 2.64000000000004 20.98
2013.0534 395.78 2.42999999999995 20.8
2013.0726 395.77 2.62 20.41
2013.0918 396.63 2.88 21.49
2013.1110 396.97 3.65000000000003 21.71
2013.1301 397.15 2.63999999999999 20.75
2013.1493 396.73 2.58000000000004 20.81
2013.1685 397.65 3.85999999999996 21.36
2013.1877 396.94 2.95999999999998 20.68
2013.2068 397.36 2.63999999999999 21.16
2013.2260 397.96 2.75999999999999 20.89
2013.2452 398.07 2.82999999999998 21.23
2013.2644 397.76 1.19999999999999 20.58
2013.2836 397.96 1.90999999999997 19.88
2013.3027 399.20 2.55000000000001 20.76
2013.3219 399.53 2.70999999999998 20.99
2013.3411 399.52 2.44 21.55
2013.3603 399.74 2.57999999999998 21.32
2013.3795 399.93 3.88 20.68
2013.3986 399.88 3.42000000000002 21.34
2013.4178 399.18 3.50999999999999 20.6
2013.4370 398.61 2.30000000000001 20.19
2013.4562 398.14 2.55000000000001 20.04
2013.4753 398.64 3.11000000000001 20.41
2013.4945 398.24 3.44 20.94
2013.5137 397.74 3.23000000000002 20.99
2013.5329 397.08 2.71999999999997 19.92
2013.5521 396.82 2.58999999999997 20.5
2013.5712 396.68 3.20999999999998 20.82
2013.5904 395.67 2.31 20.87
2013.6096 395.13 2.56 20.33
2013.6288 395.15 3.69999999999999 21.26
2013.6479 394.22 2.41000000000003 20.78
2013.6671 393.85 1.92000000000002 20.53
2013.6863 393.35 2.35000000000002 20.35
2013.7055 393.30 2.55000000000001 20.35
2013.7247 393.38 2.44999999999999 20.01
2013.7438 393.31 2.53000000000003 20.05
2013.7630 393.34 2.31999999999999 20.44
2013.7822 393.68 2.87 20.93
2013.8014 393.98 2.65000000000003 20.45
2013.8205 394.24 2.81 20.82
2013.8397 394.46 2.31 20.54
2013.8589 395.53 2.39999999999998 20.9299999999999
2013.8781 394.87 1.63 19.79
2013.8973 396.00 2.37 20.81
2013.9164 396.26 2.69999999999999 20.91
2013.9356 396.14 1.81 20.16
2013.9548 397.43 2.84000000000003 21.22
2013.9740 397.27 2.49000000000001 21.1
2013.9932 397.41 2.91000000000003 21.05
2014.0123 398.23 2.89000000000004 21.88
2014.0315 397.74 1.74000000000001 20.74
2014.0507 397.97 2.10000000000002 20.76
2014.0699 397.83 2.09999999999997 19.8
2014.0890 397.96 1.47999999999996 20.11
2014.1082 397.87 1.13999999999999 19.4
2014.1274 398.08 0.819999999999993 20.65
2014.1466 397.97 1.16000000000003 20.22
2014.1658 398.43 0.840000000000032 20.18
2014.1849 399.80 2.94 21.03
2014.2041 401.24 3.98000000000002 21.86
2014.2233 400.06 2.11000000000001 21.52
2014.2425 400.62 2.45999999999998 20.9
2014.2616 401.12 3.26999999999998 20.73
2014.2808 401.74 4.59000000000003 21.1
2014.3000 401.59 2.59999999999997 20.96
2014.3192 401.74 2.18000000000001 21.37
2014.3384 401.71 2.12 20.72
2014.3575 401.71 2.02999999999997 21.16
2014.3767 401.75 1.83999999999997 21.46
2014.3959 401.82 1.76999999999998 20.8
2014.4151 401.82 2.63 22.04
2014.4342 401.50 2.89999999999998 21.3
2014.4534 401.03 2.78999999999996 20.98
2014.4726 400.94 2.45999999999998 21.57
2014.4918 400.22 1.91000000000003 21.23
2014.5110 399.84 2.09999999999997 21.53
2014.5301 398.76 1.68000000000001 20.94
2014.5493 398.84 2.16999999999996 22.26
2014.5685 397.42 0.629999999999995 21.07
2014.5877 397.78 1.84999999999997 21.02
2014.6068 397.23 2.04000000000002 21.11
2014.6260 396.77 1.60999999999996 21.03
2014.6452 396.32 1.96999999999997 19.91
2014.6644 396.37 2.43000000000001 22.37
2014.6836 395.02 1.63999999999999 20.64
2014.7027 395.08 1.83999999999997 20.84
2014.7219 395.45 2.09999999999997 21.06
2014.7411 395.33 2.02999999999997 21.16
2014.7603 395.56 2.17000000000002 21.49
2014.7795 395.65 2.08999999999997 21.41
2014.7986 395.86 1.93000000000001 21.24
2014.8178 397.51 3.31 22.46
2014.8370 396.77 2.31 21.44
2014.8562 397.22 1.69000000000005 21.78
2014.8753 397.32 2.58999999999997 20.37
2014.8945 397.87 1.93000000000001 21.1
2014.9137 398.20 2 21.3
2014.9329 399.12 2.95999999999998 21.6
2014.9521 399.11 1.87 21.77
2014.9712 398.92 1.67000000000002 21.14
2014.9904 399.84 2.46999999999997 21.9299999999999
2015.0096 399.85 1.57000000000005 21.69
2015.0288 400.16 2.65000000000003 21.68
2015.0479 399.51 1.38 21.13
2015.0671 400.20 2.38999999999999 21.43
2015.0863 400.23 2.28000000000003 20.86
2015.1055 399.95 2.06 20.73
2015.1247 399.93 1.91000000000003 20.13
2015.1438 401.12 2.97000000000003 20.86
2015.1630 401.28 3.11999999999995 20.0599999999999
2015.1822 402.04 2.41000000000003 21.76
2015.2014 400.78 -0.160000000000025 19.48
2015.2205 401.77 1.69 21.84
2015.2397 401.96 1.44999999999999 19.83
2015.2589 403.44 2.26999999999998 21.1
2015.2781 404.04 2.48000000000002 21.97
2015.2973 403.07 1.56 20.78
2015.3164 403.80 2.03000000000003 21.02
2015.3356 404.13 2.38999999999999 22.51
2015.3548 403.96 2.64999999999998 21.82
2015.3740 403.97 2.07000000000005 21.25
2015.3932 403.81 2.19999999999999 20.85
2015.4123 403.21 1.28999999999996 20.4
2015.4315 403.24 1.87 20.69
2015.4507 402.39 1.07999999999998 19.98
2015.4699 402.70 1.70999999999998 20.84
2015.4890 402.17 1.88 20.88
2015.5082 401.73 1.87 20.83
2015.5274 401.39 2.22999999999996 20.31
2015.5466 401.25 2.72000000000003 20.6
2015.5658 400.21 2.40999999999997 20.15
2015.5849 398.36 0.670000000000016 18.75
2015.6041 399.19 1.96999999999997 20.16
2015.6233 399.14 2.25999999999999 20.4
2015.6425 398.85 2.43000000000001 20.93
2015.6616 398.49 2.13999999999999 20.6
2015.6808 397.77 2.69 20.55
2015.7000 397.24 2.25 20.98
2015.7192 397.33 1.82999999999998 21.06
2015.7384 397.20 1.88999999999999 20.7
2015.7575 398.37 2.79000000000002 21.68
2015.7767 398.18 2.56999999999999 21.27
2015.7959 398.52 2.66999999999996 1398.51
2015.8151 398.48 1.15000000000003 20.96
2015.8342 399.06 2.29000000000002 21.23
2015.8534 400.43 3.32999999999998 22.48
2015.8726 400.35 2.94 21.49
2015.8918 400.37 2.66000000000003 21.78
2015.9110 400.80 2.65000000000003 21.78
2015.9301 401.31 2.29000000000002 21.38
2015.9493 402.35 3.25 22.13
2015.9685 402.60 3.63 22.36
2015.9877 402.08 2.49000000000001 21.54
2016.0068 402.15 2.25999999999999 20.97
2016.0260 402.48 2.36000000000001 21.18
2016.0451 402.61 3.10000000000002 21.07
2016.0642 403.15 3.09999999999997 21.51
2016.0833 404.60 4.38 22.83
2016.1025 403.86 3.79000000000002 21.5
2016.1216 403.68 3.82999999999998 21.29
2016.1407 404.39 3.34999999999997 22.37
2016.1598 404.17 3.03000000000003 21.96
2016.1790 404.00 2.10000000000002 21.11
2016.1981 404.78 3.73999999999995 21.78
2016.2172 405.66 4.21000000000004 22.9
2016.2363 405.45 3 23.02
2016.2555 406.60 3.65000000000003 22.19
2016.2746 408.72 4.60000000000002 24.04
2016.2937 407.45 4.25 22.63
2016.3128 407.81 4.17000000000002 23.07
2016.3320 407.56 3.45999999999998 22.55
2016.3511 407.86 4.00999999999999 22.85
2016.3702 407.31 3.24000000000001 21.99
2016.3893 408.33 4.53999999999996 23.42
2016.4085 407.55 4.18000000000001 22.9
2016.4276 406.88 3.57999999999998 22.73
2016.4467 407.22 4.80000000000001 22.99
2016.4658 406.66 3.88000000000005 22.8
2016.4850 405.99 3.87 22.66
2016.5041 405.59 3.81 22.47
2016.5232 404.50 2.82999999999998 21.72
2016.5423 403.41 2.45000000000005 21.61
2016.5615 403.85 3.42000000000002 21.78
2016.5806 403.49 5.06 22.28
2016.5997 402.90 3.65999999999997 22.1
2016.6189 401.87 2.76999999999998 21.67
2016.6380 401.99 3.01999999999998 22.13
2016.6571 401.00 2.50999999999999 21.68
2016.6762 400.99 3.07999999999998 22.21
2016.6954 401.35 4.05000000000001 22.27
2016.7145 400.89 3.57999999999998 22.26
2016.7336 400.74 3.49000000000001 21.77
2016.7527 400.93 2.42000000000002 22.06
2016.7719 401.59 3.56 22.71
2016.7910 401.67 3.18000000000001 22.75
2016.8101 402.09 3.58999999999997 22.54
2016.8292 402.83 3.88999999999999 23.2
2016.8484 402.78 2.72999999999996 22.99
2016.8675 403.76 3.17000000000002 23.78
2016.8866 404.00 3.69999999999999 23.44
2016.9057 404.40 3.64999999999998 23.11
2016.9249 403.89 2.63999999999999 22.41
2016.9440 404.79 2.41000000000003 22.99
2016.9631 404.43 1.80000000000001 22.31
2016.9822 404.78 2.69 22.72
2017.0014 405.95 3.88 23.87
2017.0205 406.02 3.62 23.1
2017.0397 406.18 3.55000000000001 23.98
2017.0589 406.52 3.35999999999996 22.61
2017.0781 406.24 2.36000000000001 22.63
2017.0973 406.07 1.69 22.7
2017.1164 405.95 2.44999999999999 20.96
2017.1356 406.95 2.50999999999999 22.47
2017.1548 407.41 3.16000000000003 23.37
2017.1740 406.15 2.38 22.6799999999999
2017.1932 407.10 2.37 22.71
2017.2123 406.82 1.29000000000002 21.54
2017.2315 408.41 2.82000000000005 22.53
2017.2507 407.64 1.41999999999996 21.82
2017.2699 408.89 0.0500000000000114 23.07
2017.2890 409.65 2.13999999999999 22.16
2017.3082 409.96 2.26999999999998 23.11
2017.3274 409.17 1.47000000000003 22.73
2017.3466 409.32 1.52999999999997 22.84
2017.3658 410.40 2.98999999999995 24.1
2017.3849 410.00 1.81999999999999 23.21
2017.4041 409.57 1.93000000000001 22.65
2017.4233 409.69 2.89999999999998 22.88
2017.4425 409.43 2.13 23.07
2017.4616 408.31 1.5 22.7
2017.4808 407.76 1.78999999999996 22.6
2017.5000 408.04 2.37 22.78
2017.5192 407.06 2.53000000000003 21.99
2017.5384 406.81 3.13 22.83
2017.5575 406.73 3.09000000000003 22.92
2017.5767 406.47 2.91000000000003 23.79
2017.5959 405.53 2.44 23.15
2017.6151 405.20 3.27999999999997 23.4
2017.6342 404.54 2.55000000000001 22.43
2017.6534 404.23 3.25 22.7
2017.6726 403.70 2.69999999999999 22.28
2017.6918 403.68 2.48000000000002 23.09
2017.7110 403.05 1.94999999999999 22.24
2017.7301 402.76 2.03999999999996 22.02
2017.7493 402.95 2.09999999999997 22.1
2017.7685 403.40 1.89999999999998 22.53
2017.7877 403.95 2.27999999999997 22.85
2017.8068 404.00 2.14999999999998 22.56
2017.8260 404.15 1.28999999999996 22.4
2017.8452 404.25 1.32999999999998 22.2
2017.8644 405.07 1.61000000000001 22.68
2017.8836 406.12 2.28000000000003 23.13
2017.9027 406.33 1.74000000000001 23.47
2017.9219 406.74 2.80000000000001 23.09
2017.9411 406.53 1.90999999999997 22.83
2017.9603 406.83 2.27999999999997 22.57
2017.9795 407.21 2.51999999999998 23.1
2017.9986 407.37 1.56 22.62
2018.0178 408.14 2.07999999999998 23.73
2018.0370 407.89 1.75999999999999 21.95
2018.0562 408.27 1.38999999999999 22.05
2018.0753 407.88 1.81999999999999 21.3
2018.0945 408.20 2.06 22.17
2018.1137 408.37 2.39999999999998 22.45
2018.1329 408.45 1.68000000000001 23.26
2018.1521 408.90 1.50999999999999 23.61
2018.1712 409.83 3.22999999999996 23.88
2018.1904 408.84 1.73999999999995 23.19
2018.2096 409.12 2.5 23.2
2018.2288 410.03 1.71999999999997 23.26
2018.2479 409.20 1.44 20.81
2018.2671 409.45 0.810000000000002 22.83
2018.2863 411.05 1.48000000000002 24.5
2018.3055 411.67 1.69999999999999 24.22
2018.3247 409.62 0.560000000000002 22.42
2018.3438 411.06 1.57999999999998 22.29
2018.3630 411.85 1.68000000000001 22.97
2018.3822 411.45 1.42000000000002 22.62
2018.4014 411.39 1.80000000000001 22.75
2018.4205 410.94 1.18000000000001 22.53
2018.4397 411.16 1.63000000000005 23.62
2018.4589 410.36 1.99000000000001 22.65
2018.4781 410.57 2.64999999999998 23.24
2018.4973 409.38 1.46999999999997 1409.37
2018.5164 409.16 2.12 1409.15
2018.5356 408.54 1.62 1408.53
2018.5548 408.28 1.5 22.32
2018.5740 407.46 0.96999999999997 22.39
2018.5932 407.23 1.68000000000001 22.14
2018.6123 407.07 1.68000000000001 23.17
2018.6315 406.84 2.31 23.27
2018.6507 406.26 1.95999999999998 22.98
2018.6699 405.47 1.55000000000001 21.99
2018.6890 405.39 1.81 22.34
2018.7082 405.69 2.52999999999997 22.37
2018.7274 405.54 2.74000000000001 22.52
2018.7466 405.50 2.58999999999997 22.73
2018.7658 405.58 2.19999999999999 22.8
2018.7849 406.00 2.19 23.08
2018.8041 406.62 2.57999999999998 23.58
2018.8233 406.48 2.41000000000003 22.52
2018.8425 406.99 2.73000000000002 23.19
2018.8616 408.72 3.83000000000004 24.5700000000001
2018.8808 408.60 2.56 24.18
2018.9000 408.38 2.11000000000001 23.9
2018.9192 408.49 1.67000000000002 23.38
2018.9384 409.40 3.12 24.01
2018.9575 409.30 2.41000000000003 23.74
2018.9767 409.13 1.90999999999997 23.15
2018.9959 409.60 2.21000000000004 23.35
2019.0151 410.67 2.81999999999999 24.26
2019.0342 410.35 2.35000000000002 23.21
2019.0534 411.98 3.67000000000002 24.82
2019.0726 411.02 3.06999999999999 23.45
2019.0918 411.62 3.81 24.63
2019.1110 412.40 3.84999999999997 25.23
2019.1301 410.98 2.53000000000003 23.37
2019.1493 412.40 3.62 23.98
2019.1685 412.16 2.38000000000005 23.19
2019.1877 412.16 3.14000000000004 23.45
2019.2068 411.82 2.75999999999999 23.54
2019.2260 411.32 1.42000000000002 22.01
2019.2452 412.19 3.04000000000002 23.06
2019.2644 413.14 3.68000000000001 23.64
2019.2836 413.60 2.61000000000001 24.94
2019.3027 413.77 2.06999999999999 23.83
2019.3219 414.29 4.45000000000005 23.93
2019.3411 414.32 3.55000000000001 24.53
2019.3603 415.40 3.56 25.28
2019.3795 414.74 3.30000000000001 24.21
2019.3986 414.30 2.72000000000003 24.15
2019.4178 414.39 3.52999999999997 24.33
2019.4370 414.08 2.85999999999996 23.91
2019.4562 413.86 3.48000000000002 24.66
2019.4753 413.41 2.68000000000001 24.87
2019.4945 413.42 3.85000000000002 24.79
2019.5137 412.08 3.00999999999999 23.6
2019.5329 412.14 3.56 23.94
2019.5521 410.84 2.47999999999996 23.1799999999999
2019.5712 410.06 2.50999999999999 22.78
2019.5904 410.34 3.00999999999999 23.27
2019.6096 410.27 3.19999999999999 24.32
2019.6288 409.57 2.67000000000002 23.86
2019.6479 409.44 2.95999999999998 23.66
2019.6671 408.81 3.31 23.7
2019.6863 408.59 3.27999999999997 23.9
2019.7055 408.50 2.82999999999998 23.91
2019.7247 408.32 2.69 23.59
2019.7438 407.96 2.46999999999997 24.11
2019.7630 408.38 2.88 24.32
2019.7822 408.62 2.63 24.17
2019.8014 408.72 2.11000000000001 23.98
2019.8205 409.29 2.86000000000001 24.23
2019.8397 409.90 2.90999999999997 24.48
2019.8589 410.19 1.27999999999997 24.43
2019.8781 410.19 1.67000000000002 23.83
2019.8973 410.72 2.30000000000001 24.21
2019.9164 411.07 2.59999999999997 23.99
2019.9356 411.32 2.09999999999997 24.42
2019.9548 411.89 2.56999999999999 1411.88
2019.9740 412.21 2.96999999999997 24.04
2019.9932 412.99 3.44 24.32
2020.0123 413.38 3.44999999999999 25.17
2020.0314 412.80 2.12 24.39
2020.0505 413.66 1.47000000000003 25.39
2020.0697 414.03 2.97999999999996 24.66
2020.0888 414.30 3.19999999999999 23.63
2020.1079 414.40 1.69999999999999 24.08
2020.1270 414.06 2.83999999999997 23.61
2020.1462 413.72 1.47000000000003 25
2020.1653 413.86 1.94 22.48
2020.1844 414.11 1.54000000000002 22.84
2020.2036 414.28 2.50999999999999 23.05
2020.2227 415.52 4.25999999999999 24.75
2020.2418 415.75 3.38 24.28
2020.2609 416.45 3.77999999999997 25.33
2020.2801 416.27 2.63999999999999 23.42
2020.2992 415.88 2.17000000000002 22.63
2020.3183 416.82 2.37 23.64
2020.3374 416.83 2.71999999999997 23.85
2020.3566 416.79 1.48000000000002 24.11
2020.3757 416.97 2.25 23.51
2020.3948 417.43 3.03000000000003 24.8
